ID,Title,Content,Excerpt,Date,"Post Type",Permalink,URL,Title,Caption,Description,"Alt Text",URL,_was_shipping_method,_was_shipping_method_conditions,_priority,_dp_original,slide_template,_vc_post_settings,category_sticky_post,sbg_selected_sidebar,sbg_selected_sidebar_replacement,_um_custom_access_settings,_um_accessible,_um_access_redirect2,_um_access_roles,_um_access_redirect,yst_prominent_words_version,Status,Author,Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
18623,"zone4 (Ростовская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-rostovskaya-oblast/,,,,,,,"a:6:{s:14:""shipping_title"";s:41:""Ростовская обл, Россия"";s:13:""shipping_cost"";s:4:""1125"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Ростовская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:16:""Таганрог"";}}}",1,3200,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone4-rostovskaya-oblast,,,0,0,0,open,open,2016-03-18
18624,"zone4 (Уфа)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-ufa/,,,,,,,"a:6:{s:14:""shipping_title"";s:59:""Республика Башкортостан, Россия"";s:13:""shipping_cost"";s:3:""750"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:36:""RU_Респ Башкортостан"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:6:""Уфа"";}}}",1,3201,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone4-ufa,,,0,0,0,open,open,2016-03-18
18625,"zone4 (Республика Башкортостан)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-respublika-bashkortostan-2/,,,,,,,"a:6:{s:14:""shipping_title"";s:59:""Республика Башкортостан, Россия"";s:13:""shipping_cost"";s:4:""1125"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:36:""RU_Респ Башкортостан"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:6:""Уфа"";}}}",1,3202,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone4-respublika-bashkortostan-2,,,0,0,0,open,open,2016-03-18
18626,"zone4 (Уфа)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-ufa-2/,,,,,,,"a:6:{s:14:""shipping_title"";s:59:""Республика Башкортостан, Россия"";s:13:""shipping_cost"";s:3:""750"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:36:""RU_Респ Башкортостан"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:6:""Уфа"";}}}",1,3203,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone4-ufa-2,,,0,0,0,open,open,2016-03-18
18627,"zone4 (Челябинск)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-chelyabinsk/,,,,,,,"a:6:{s:14:""shipping_title"";s:59:""Республика Башкортостан, Россия"";s:13:""shipping_cost"";s:4:""1125"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:36:""RU_Респ Башкортостан"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:6:""Уфа"";}}}",1,3204,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone4-chelyabinsk,,,0,0,0,open,open,2016-03-18
18628,"zone6 (Владикавказ)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-vladikavkaz/,,,,,,,"a:6:{s:14:""shipping_title"";s:64:""Республика Северная Осетия, Россия"";s:13:""shipping_cost"";s:3:""810"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:56:""RU_Респ Северная Осетия - Алания"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:22:""Владикавказ"";}}}",1,3205,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone6-vladikavkaz,,,0,0,0,open,open,2016-03-18
18629,"zone6 (Республика Северная Осетия)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-respublika-severnaya-osetiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:64:""Республика Северная Осетия, Россия"";s:13:""shipping_cost"";s:4:""1215"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:56:""RU_Респ Северная Осетия - Алания"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:22:""Владикавказ"";}}}",1,3206,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone6-respublika-severnaya-osetiya,,,0,0,0,open,open,2016-03-18
18630,"zone6 (Чеченская республика)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-chechenskaya-respublika/,,,,,,,"a:6:{s:14:""shipping_title"";s:53:""Чеченская республика, Россия"";s:13:""shipping_cost"";s:4:""1215"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Чеченская Респ"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:14:""Грозный"";}}}",1,3208,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone6-chechenskaya-respublika,,,0,0,0,open,open,2016-03-18
18631,"zone6 (Грозный)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-groznyj/,,,,,,,"a:6:{s:14:""shipping_title"";s:53:""Чеченская республика, Россия"";s:13:""shipping_cost"";s:3:""810"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Чеченская Респ"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:14:""Грозный"";}}}",1,3207,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone6-groznyj,,,0,0,0,open,open,2016-03-18
18632,"zone6 (Курган)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-kurgan/,,,,,,,"a:6:{s:14:""shipping_title"";s:49:""Курганская область, Россия"";s:13:""shipping_cost"";s:3:""810"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Курганская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:12:""Курган"";}}}",1,3210,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone6-kurgan,,,0,0,0,open,open,2016-03-18
18633,"zone6 (Курганская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-kurganskaya-oblast/,,,,,,,"a:6:{s:14:""shipping_title"";s:49:""Курганская область, Россия"";s:13:""shipping_cost"";s:4:""1215"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Курганская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:12:""Курган"";}}}",1,3209,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone6-kurganskaya-oblast,,,0,0,0,open,open,2016-03-18
18634,"zone6 (Махачкала)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-mahachkala/,,,,,,,"a:6:{s:14:""shipping_title"";s:51:""Республика Дагестан, Россия"";s:13:""shipping_cost"";s:3:""810"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:28:""RU_Респ Дагестан"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:18:""Махачкала"";}}}",1,3212,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone6-mahachkala,,,0,0,0,open,open,2016-03-18
18635,"zone6 (Республика Дагестан)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-respublika-dagestan/,,,,,,,"a:6:{s:14:""shipping_title"";s:51:""Республика Дагестан, Россия"";s:13:""shipping_cost"";s:4:""1215"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:28:""RU_Респ Дагестан"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:18:""Махачкала"";}}}",1,3213,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone6-respublika-dagestan,,,0,0,0,open,open,2016-03-18
18636,"zone6 (Сыктывкар)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-syktyvkar/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Республика Коми, Россия"";s:13:""shipping_cost"";s:3:""810"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:20:""RU_Респ Коми"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:18:""Сыктывкар"";}}}",1,3214,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone6-syktyvkar,,,0,0,0,open,open,2016-03-18
18637,"zone6 (Республика Коми)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-respublika-komi/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Республика Коми, Россия"";s:13:""shipping_cost"";s:4:""1215"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:20:""RU_Респ Коми"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:18:""Сыктывкар"";}}}",1,3215,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone6-respublika-komi,,,0,0,0,open,open,2016-03-18
18638,"zone6 (Тюмень)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-tyumen/,,,,,,,"a:6:{s:14:""shipping_title"";s:47:""Тюменская область, Россия"";s:13:""shipping_cost"";s:3:""810"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:28:""RU_Тюменская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:12:""Тюмень"";}}}",1,3216,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone6-tyumen,,,0,0,0,open,open,2016-03-18
18639,"zone6 (Тюменская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-tyumenskaya-oblast/,,,,,,,"a:6:{s:14:""shipping_title"";s:47:""Тюменская область, Россия"";s:13:""shipping_cost"";s:4:""1215"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:28:""RU_Тюменская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:12:""Тюмень"";}}}",1,3217,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone6-tyumenskaya-oblast,,,0,0,0,open,open,2016-03-18
18641,"zone6 (Черкесск)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-cherkessk/,,,,,,,"a:6:{s:14:""shipping_title"";s:74:""Карачаево-Черкесская Республика, Россия"";s:13:""shipping_cost"";s:3:""810"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:51:""RU_Карачаево-Черкесская Респ"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:16:""Черкесск"";}}}",1,3220,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone6-cherkessk,,,0,0,0,open,open,2016-03-18
18642,"zone6 (Карачаево-Черкесская Республика)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-karachaevo-cherkesskaya-respublika/,,,,,,,"a:6:{s:14:""shipping_title"";s:74:""Карачаево-Черкесская Республика, Россия"";s:13:""shipping_cost"";s:4:""1215"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:51:""RU_Карачаево-Черкесская Респ"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:16:""Черкесск"";}}}",1,3219,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone6-karachaevo-cherkesskaya-respublika,,,0,0,0,open,open,2016-03-18
18643,"zone6 (Элиста)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-elista/,,,,,,,"a:6:{s:14:""shipping_title"";s:51:""Республика Калмыкия, Россия"";s:13:""shipping_cost"";s:3:""810"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:28:""RU_Респ Калмыкия"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:12:""Элиста"";}}}",1,3221,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone6-elista,,,0,0,0,open,open,2016-03-18
18644,"zone6 (Республика Калмыкия)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-respublika-kalmykiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:49:""Республика Калмыки, Россия"";s:13:""shipping_cost"";s:4:""1215"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:28:""RU_Респ Калмыкия"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:12:""Элиста"";}}}",1,3222,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone6-respublika-kalmykiya,,,0,0,0,open,open,2016-03-18
18645,"zone8 (Братск)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-bratsk/,,,,,,,"a:6:{s:14:""shipping_title"";s:47:""Иркутская область, Россия"";s:13:""shipping_cost"";s:3:""990"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:28:""RU_Иркутская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:12:""Братск"";}}}",1,3225,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone8-bratsk,,,0,0,0,open,open,2016-03-18
18646,"zone8 (Иркутская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-irkutskaya-oblast/,,,,,,,"a:6:{s:14:""shipping_title"";s:47:""Иркутская область, Россия"";s:13:""shipping_cost"";s:4:""1485"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:28:""RU_Иркутская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:12:""Братск"";}}}",1,3226,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone8-irkutskaya-oblast,,,0,0,0,open,open,2016-03-18
18647,"zone8 (Иркутск)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-irkutsk/,,,,,,,"a:6:{s:14:""shipping_title"";s:47:""Иркутская область, Россия"";s:13:""shipping_cost"";s:3:""990"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:28:""RU_Иркутская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:14:""Иркутск"";}}}",1,3227,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",0,"a:1:{i:0;s:1:""0"";}","a:1:{i:0;s:15:""Default Sidebar"";}",0,0,,"a:1:{i:0;s:1:""0"";}",,,publish,312,zone8-irkutsk,,,0,0,0,open,open,2016-06-16
18649,"zone8 (Владивосток)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-vladivostok/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Приморский край, Россия"";s:13:""shipping_cost"";s:3:""990"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:32:""RU_Приморский край"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:22:""Владивосток"";}}}",1,3227,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone8-vladivostok,,,0,0,0,open,open,2016-03-18
18650,"zone8 (Приморский край)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-primorskij-kraj/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Приморский край, Россия"";s:13:""shipping_cost"";s:4:""1485"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:32:""RU_Приморский край"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:22:""Владивосток"";}}}",1,3228,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone8-primorskij-kraj,,,0,0,0,open,open,2016-03-18
18651,"zone8 (Кызыл)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-kyzyl/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Республика Тыва, Россия"";s:13:""shipping_cost"";s:3:""810"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:20:""RU_Респ Тува"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:10:""Кызыл"";}}}",1,3229,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone8-kyzyl,,,0,0,0,open,open,2016-03-18
